N1001115.DNG,2019:03:11 15:01:24,15.6,100,1/1600
N1001116.DNG,2019:03:11 15:01:25,15.6,100,1/1600
N1001117.DNG,2019:03:11 15:01:26,15.6,100,1/1600
N1001118.DNG,2019:03:11 15:01:27,15.6,100,1/1600
N1001119.DNG,2019:03:11 15:01:28,15.6,100,1/1600
N1001120.DNG,2019:03:11 15:01:29,15.6,100,1/1600
N1001121.DNG,2019:03:11 15:01:30,15.6,100,1/1600
N1001122.DNG,2019:03:11 15:01:31,15.6,100,1/1600
N1001123.DNG,2019:03:11 15:01:32,15.6,100,1/1600
N1001124.DNG,2019:03:11 15:01:33,15.6,100,1/1600
N1001125.DNG,2019:03:11 15:01:34,15.6,100,1/1600
N1001126.DNG,2019:03:11 15:01:35,15.6,100,1/1600
N1001127.DNG,2019:03:11 15:01:36,15.6,100,1/1600
N1001128.DNG,2019:03:11 15:01:37,15.6,100,1/1600
N1001129.DNG,2019:03:11 15:01:38,15.6,100,1/1600
N1001130.DNG,2019:03:11 15:01:39,15.6,100,1/1600
N1001131.DNG,2019:03:11 15:01:40,15.6,100,1/1600
N1001132.DNG,2019:03:11 15:01:41,15.6,100,1/1600
N1001133.DNG,2019:03:11 15:01:42,15.6,100,1/1600
N1001134.DNG,2019:03:11 15:01:43,15.6,100,1/1600
N1001135.DNG,2019:03:11 15:01:44,15.6,100,1/1600
N1001136.DNG,2019:03:11 15:01:45,15.6,100,1/1600
N1001137.DNG,2019:03:11 15:01:46,15.6,100,1/1600
N1001138.DNG,2019:03:11 15:01:47,15.6,100,1/1600
N1001139.DNG,2019:03:11 15:01:48,15.6,100,1/1600
N1001140.DNG,2019:03:11 15:01:49,15.6,100,1/1600
N1001141.DNG,2019:03:11 15:01:50,15.6,100,1/1600
N1001142.DNG,2019:03:11 15:01:51,15.6,100,1/1600
N1001143.DNG,2019:03:11 15:01:52,15.6,100,1/1600
N1001144.DNG,2019:03:11 15:01:53,15.6,100,1/1600
N1001145.DNG,2019:03:11 15:01:54,15.6,100,1/1600
N1001146.DNG,2019:03:11 15:01:55,15.6,100,1/1600
N1001147.DNG,2019:03:11 15:01:56,15.6,100,1/1600
N1001148.DNG,2019:03:11 15:01:57,15.6,100,1/1600
N1001149.DNG,2019:03:11 15:01:58,15.6,100,1/1600
N1001150.DNG,2019:03:11 15:01:59,15.6,100,1/1600
N1001151.DNG,2019:03:11 15:02:00,15.6,100,1/1600
N1001152.DNG,2019:03:11 15:02:01,15.6,100,1/1600
N1001153.DNG,2019:03:11 15:02:02,15.6,100,1/1600
N1001154.DNG,2019:03:11 15:02:03,15.6,100,1/1600
N1001155.DNG,2019:03:11 15:02:04,15.6,100,1/1600
N1001156.DNG,2019:03:11 15:02:05,15.6,100,1/1600
N1001157.DNG,2019:03:11 15:02:06,15.6,100,1/1600
N1001158.DNG,2019:03:11 15:02:07,15.6,100,1/1600
N1001159.DNG,2019:03:11 15:02:08,15.6,100,1/1600
N1001160.DNG,2019:03:11 15:02:09,15.6,100,1/1600
N1001161.DNG,2019:03:11 15:02:10,15.6,100,1/1600
N1001162.DNG,2019:03:11 15:02:11,15.6,100,1/1600
N1001163.DNG,2019:03:11 15:02:12,15.6,100,1/1600
N1001164.DNG,2019:03:11 15:02:13,15.6,100,1/1600
N1001165.DNG,2019:03:11 15:02:14,15.6,100,1/1600
N1001166.DNG,2019:03:11 15:02:15,15.6,100,1/1600
N1001167.DNG,2019:03:11 15:02:16,15.6,100,1/1600
N1001168.DNG,2019:03:11 15:02:17,15.6,100,1/1600
N1001169.DNG,2019:03:11 15:02:18,15.6,100,1/1600
N1001170.DNG,2019:03:11 15:02:19,15.6,100,1/1600
